picture_count,stock_number,model_year,make,model,style,exterior_color,mileage,has_condition_report,grade,lights_raw,announcements,vin,batch_id,source_file,ingested_at,primary_light,mileage_bucket,grade_tier,drivetrain_type,wmi_prefix,snapshot_date,vehicle_age,is_as_is,is_inop,has_structural_damage,is_salvage,is_repo,is_green_light
18,305895,2019,BMW,X5,XDrive40i,BLACK,84249,1,4.5,Green,,5UXCR6C52KLK88097,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,EXCELLENT,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
15,825502,2019,BMW,X5,XDrive40i,BLACK,87353,0,,Red,,5UXCR6C5XKLL05180,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
25,837931,2019,BMW,X5,XDrive40i,BLACK,87433,1,3.6,,,5UXCR6C57KLB12519,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
15,27294,2019,BMW,X5,XDrive40i,WHITE,100564,0,,Red,,5UXCR6C50KLL10694,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
28,980434,2019,BMW,X5,XDrive40i,BLACK,114644,1,4.7,Green,GREENLIGHT; EMISSIONS NOT CVRD,5UXCR6C51KLK88544,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,EXCELLENT,AWD,5UX,2026-06-10,7,0,0,0,0,0,1
4,1434060,2019,BMW,X5,XDrive50i,GRAY,120955,0,,,,5UXJU2C55KLN64352,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
24,149235,2019,BMW,X5,XDrive40i,BLACK,129682,1,3.9,,"OVER 100,000",5UXCR6C53KLL24072,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
16,84705,2018,BMW,X5,XDrive50i,SILVER,64513,0,,Red,,5UXKR6C53J0U14821,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
19,662544,2018,BMW,X5,XDrive35i,BLUE,86726,1,3.0,Red,AS IS,5UXKR0C54J0Y00449,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,FAIR,AWD,5UX,2026-06-10,8,1,0,0,0,0,0
19,1315708,2018,BMW,X5,sDrive35i,WHITE,91411,1,4.5,White,,5UXKR2C5XJ0Z18081,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,WHITE,MEDIUM,EXCELLENT,RWD,5UX,2026-06-10,8,0,0,0,0,0,0
13,1003219,2018,BMW,X5,xDrive40e iPerformance,WHITE,94361,0,,Red,,5UXKT0C58J0W02409,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
13,1003049,2018,BMW,X5,xDrive40e iPerformance,WHITE,98336,0,,Red,,5UXKT0C53J0V99127,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
18,941550,2018,BMW,X5,XDrive35i,GRAY,103710,0,,,,5UXKR0C5XJ0Y01623,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
21,87483,2018,BMW,X5,XDrive50i,BLACK,107324,1,4.3,,,5UXKR6C54J0U14956,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
21,267655,2018,BMW,X5,,BLACK,115748,0,,Red,,5UXKR0C54J0X91543,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,UNKNOWN,5UX,2026-06-10,8,0,0,0,0,0,0
14,230933,2018,BMW,X5,XDrive35i,BLACK,126133,0,,Red,,5UXKR0C51J0X95596,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
27,1098485,2018,BMW,X5,XDrive35i,WHITE,132845,1,4.3,Green,PANO ROOF; GREEN LIGHT,5UXKR0C57J0X92024,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,GOOD,AWD,5UX,2026-06-10,8,0,0,0,0,0,1
14,553238,2018,BMW,X5,XDrive35i,BLACK,143984,1,,,,5UXKR0C55J0Y00203,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
37,2020260,2017,BMW,X5,XDrive35i,GRAY,79812,1,3.7,Red,AS IS NO ARB(MT); *; O/S TITLE,5UXKR0C39H0V76801,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,GOOD,AWD,5UX,2026-06-10,9,1,0,0,0,0,0
8,926842,2017,BMW,X5,XDrive35i,WHITE,90072,1,4.5,Green,TA,5UXKR0C39H0V82887,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,EXCELLENT,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
25,255996,2017,BMW,X5,xDrive40e iPerformance,BLACK,92090,1,4.8,Red,,5UXKT0C3XH0V96623,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,EXCELLENT,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
13,1012859,2017,BMW,X5,XDrive50i,GRAY,107077,0,,Red,NON RUNNER,5UXKR6C50H0J84245,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
0,2021906,2017,BMW,X5,xDrive40e iPerformance,WHITE,113682,0,,,DMV EXP 12/18/2026,5UXKT0C55H0S80614,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
32,42476,2017,BMW,X5,sDrive35i,SILVER,144716,1,3.7,,,5UXKR2C52H0U19088,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,RWD,5UX,2026-06-10,9,0,0,0,0,0,0
39,4426,2017,BMW,X5,,WHITE,146292,0,,,,5UXKR2C56H0U18963,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,UNKNOWN,5UX,2026-06-10,9,0,0,0,0,0,0
23,566297,2016,BMW,X5,XDrive35i,WHITE,88174,1,3.7,,,5UXKR0C58G0P22685,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
34,253829,2016,BMW,X5,XDrive35i,SILVER,92430,1,3.1,Red,,5UXKR0C53G0S86179,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,FAIR,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
19,943504,2016,BMW,X5,XDrive35i,BLACK,121565,0,,,,5UXKR0C58G0P19334,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,10,0,0,0,0,0,0
30,1006579,2015,BMW,X5,XDrive50i,BLACK,44799,1,4.0,Green,AMERICAS CERTIFIED,5UXKR6C58F0J79064,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,GOOD,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
14,1003095,2015,BMW,X5,XDrive35i,BLACK,78451,1,4.6,Red,,5UXKR0C55F0P01050,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,EXCELLENT,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
38,110648,2015,BMW,X5,XDrive35i,GOLD,78935,1,4.6,Green,,5UXKR0C51F0K61828,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,EXCELLENT,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
26,254323,2015,BMW,X5,XDrive35i,BLACK,79919,1,2.2,Red,,5UXKR0C55F0P08600,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,POOR,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
39,1531260,2015,BMW,X5,XDrive35i,SILVER,85899,1,3.7,Green,,5UXKR0C52F0P08151,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,MEDIUM,GOOD,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
20,110066,2015,BMW,X5,XDrive35i,WHITE,105204,0,,Green,CHECK ENGINE LIGHT IS ON BUT REPAIR HAS BEEN DONE WITH AFTERMARKET PART,5UXKR0C57F0P16522,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
26,128928,2015,BMW,X5,XDrive35d,BLUE,116588,1,3.4,Red,TITLE PRESENT; DMV PEN 210,5UXKS4C5XF0J98241,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
43,1527980,2015,BMW,X5,XDrive35i,SILVER,122801,1,2.6,Green,chassis function restriction message,5UXKR0C50F0P04048,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,FAIR,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
23,1325720,2015,BMW,X5,XDrive35i,BLUE,126903,1,4.0,,,5UXKR0C5XF0P08592,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
19,267792,2015,BMW,X5,XDrive35i,GRAY,127566,0,,Red,,5UXKR0C54F0P11259,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
15,700979,2015,BMW,X5,XDrive35i,BLACK,132954,0,,Green,,5UXKR0C52F0K63569,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
24,1322034,2015,BMW,X5,XDrive50i,BLACK,139399,1,2.9,White,,5UXKR6C50F0J75543,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,WHITE,HIGH,FAIR,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
30,111184,2015,BMW,X5,XDrive35i,GRAY,144457,1,3.9,,,5UXKR0C50F0K69399,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
4,1434447,2015,BMW,X5,XDrive35i,BLACK,144930,0,,,,5UXKR0C52F0P12572,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
17,565818,2015,BMW,X5,XDrive35i,GRAY,154938,1,3.8,Red,3RD PARTY SELLER,5UXKR0C59F0K61768,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,11,0,0,0,0,0,0
25,1235088,2015,BMW,X5,sDrive35i,BLACK,174428,1,3.9,,,5UXKR2C55F0H36749,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,RWD,5UX,2026-06-10,11,0,0,0,0,0,0
40,133953,2014,BMW,X5,XDrive50i,GRAY,106961,1,3.6,Red,AS IS,5UXKR6C57E0J72850,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,12,1,0,0,0,0,0
18,231083,2014,BMW,X5,XDrive35i,BLACK,133205,1,4.3,Red,,5UXKR0C54E0H20609,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
23,267870,2014,BMW,X5,,BLACK,135687,0,,Red,,5UXKR0C52E0H24867,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,UNKNOWN,5UX,2026-06-10,12,0,0,0,0,0,0
19,208014,2014,BMW,X5,XDrive50i,BLACK,138476,0,,Red,TAKES ALL OFFERS; AS IS TO INC FRAME,5UXKR6C52E0J71671,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,,AWD,5UX,2026-06-10,12,1,0,0,0,0,0
1,112963977,2014,BMW,X5,XDrive35i 4D SAV,BLACK,190652,0,,,,5UXKR0C53E0H20729,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
25,426205,2013,BMW,X5,XDrive35i,WHITE,87004,1,3.9,,,5UXZV4C50D0E00073,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,MEDIUM,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
7,914605,2013,BMW,X5,XDrive35i,BLACK,94882,0,,Red,,5UXZV4C58D0E07742,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
46,590748,2013,BMW,X5,XDrive35i,GRAY,97709,1,3.5,Red,RED LT,5UXZV4C52D0B17660,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,MEDIUM,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
22,587324,2013,BMW,X5,XDrive35i,BLACK,102640,1,,Green,,5UXZV4C51D0E11549,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
13,15953,2013,BMW,X5,XDRIVE35I,BLUE,109694,1,3.9,,,5UXZV4C57D0B14687,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
25,253993,2013,BMW,X5,XDrive35i,GRAY,123139,1,4.1,Red,,5UXZV4C50D0B06169,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
19,1290291,2013,BMW,X5,XDrive35i Premium,BROWN,131198,1,3.0,Red,,5UXZV4C50D0E09016,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,FAIR,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
24,1178349,2013,BMW,X5,XDrive35i Premium,BROWN,137159,1,3.5,,,5UXZV4C5XD0B20919,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
21,128889,2013,BMW,X5,XDrive35i,SILVER,144398,1,3.5,Red,TITLE PRESENT,5UXZV4C54D0G55860,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
25,1290408,2013,BMW,X5,XDrive35i Premium,GRAY,154612,1,3.9,Red,DELAYED TITLE; FRAME & DRIVE AS IS,5UXZV4C53D0E02190,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,13,1,0,0,0,0,0
18,2095545,2013,BMW,X5,XDrive35i Premium,BROWN,154860,0,,Green,AG,5UXZV4C51D0B06620,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,GREEN,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
15,147382,2013,BMW,X5,XDrive50i,BLACK,170807,0,,,"OVER 100,000; THIRD PARTY SELLER",5UXZV8C56D0F76519,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
27,942450,2013,BMW,X5,XDRIVE35I,SILVER,172946,1,2.2,,,5UXZV4C57D0G54329,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,UNKNOWN,HIGH,POOR,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
36,989563,2013,BMW,X5,XDrive35i,SILVER,183138,1,2.4,Red,INOP AS IS,5UXZV4C51D0B23174,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.346509+00:00,RED,HIGH,POOR,AWD,5UX,2026-06-10,13,1,1,0,0,0,0
7,73070,2013,BMW,X5,,BLACK,187011,1,3.0,,,5UXZV4C53D0G52514,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,UNKNOWN,HIGH,FAIR,UNKNOWN,5UX,2026-06-10,13,0,0,0,0,0,0
36,9098059,2013,BMW,X5,XDRIVE35I,BLACK,219629,1,,"Red,Blue",,5UXZV4C53D0B11379,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
20,565900,2020,BMW,X6,M Sports Activity Coupe,GRAY,71255,1,4.8,Green,,5YMCY0C00L9D64432,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,GREEN,MEDIUM,EXCELLENT,UNKNOWN,5YM,2026-06-10,6,0,0,0,0,0,0
29,1097973,2018,BMW,X6,XDrive35i,SILVER,84107,1,4.4,Green,,5UXKU2C52J0X50614,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,GREEN,MEDIUM,GOOD,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
27,1229252,2018,BMW,X6,XDrive35i,BLACK,104785,1,4.2,Red,,5UXKU2C53J0Z62745,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,HIGH,GOOD,AWD,5UX,2026-06-10,8,0,0,0,0,0,0
0,19818,2017,BMW,X6,XDrive35i,BLACK,84241,0,,,,5UXKU2C30H0N85591,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,UNKNOWN,MEDIUM,,AWD,5UX,2026-06-10,9,0,0,0,0,0,0
30,43172,2016,BMW,X6,M 4dr,BLACK,100859,1,4.2,Red,AG; (C)PREVIOUS CANADIAN,5YMKW8C51G0R43531,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,HIGH,GOOD,UNKNOWN,5YM,2026-06-10,10,0,0,0,0,0,0
34,327181,2014,BMW,X6,XDrive50i,BLUE,74714,1,1.5,Red,RED LIGHT -; INOP NO BRAKES -; MOTOR AND TRANS ENGAGE AT TIME OF CR,5UXFG8C58EL592800,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,MEDIUM,POOR,AWD,5UX,2026-06-10,12,0,1,0,0,0,0
16,1175821,2014,BMW,X6,XDrive50i,BLACK,111142,0,,Red,,5UXFG8C58EL592781,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,HIGH,,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
37,585331,2014,BMW,X6,XDrive35i,RED,111569,1,2.0,Red,(A)TRUE MILES UKNOWN; RED LT; (A)NOT ACTUAL MILES; (A)CANADIAN RENEWAL,5UXFG2C58E0K41223,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,HIGH,POOR,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
22,149284,2014,BMW,X6,XDrive50i,BLACK,138186,1,3.4,,"OVER 100,000",5UXFG8C52EL592629,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,UNKNOWN,HIGH,FAIR,AWD,5UX,2026-06-10,12,0,0,0,0,0,0
16,147005,2013,BMW,X6,XDrive50i,WHITE,111894,0,,,"OVER 100,000",5UXFG8C58DL591757,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,UNKNOWN,HIGH,,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
40,333113,2013,BMW,X6,XDrive50i,BLACK,121943,1,3.3,Yellow,"X6,CLEAN CARFAX,LOW MILES,ROOF,ALLOYS",5UXFG8C5XDL591811,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,YELLOW,HIGH,FAIR,AWD,5UX,2026-06-10,13,0,0,0,0,0,0
14,553044,2024,BMW,X7,XDrive40i,WHITE,19092,1,,,,5UX23EM09R9V95297,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,UNKNOWN,LOW,,AWD,5UX,2026-06-10,2,0,0,0,0,0,0
23,663276,2024,BMW,X7,M60i,BLACK,39515,1,4.4,Green,7 DAY GRAA GUARANTEE,5UX33EM06R9U81827,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,5UX,2026-06-10,2,0,0,0,0,0,0
32,333252,2022,BMW,X7,XDrive40i,BLACK,66381,1,4.0,Green,"1 OWNER,CLEAN CARFAX,LOW MILES,PANO ROOF,21s",5UXCW2C09N9M90846,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,GREEN,MEDIUM,GOOD,AWD,5UX,2026-06-10,4,0,0,0,0,0,0
31,109691,2022,BMW,X7,M50i,GRAY,84685,1,4.0,"Green,Yellow",REAR DIFF NOISE,5UXCX6C08N9M56949,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,5UX,2026-06-10,4,0,0,0,0,0,0
16,1179617,2021,BMW,X7,XDrive40i,BLACK,71351,0,,Red,,5UXCW2C00M9H47264,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,MEDIUM,,AWD,5UX,2026-06-10,5,0,0,0,0,0,0
28,79130,2021,BMW,X7,XDrive40i,WHITE,95227,1,3.4,Red,,5UXCW2C09M9E82165,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,MEDIUM,FAIR,AWD,5UX,2026-06-10,5,0,0,0,0,0,0
7,918416,2020,BMW,X7,M50i,BLACK,76402,0,,Green,,5UXCX6C06LLE36038,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,GREEN,MEDIUM,,UNKNOWN,5UX,2026-06-10,6,0,0,0,0,0,0
34,33366,2020,BMW,X7,XDrive40i,BLACK,136760,1,4.2,Green,3RD PARTY SELLER - GREEN LIGHT,5UXCW2C0XL9B05519,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,GREEN,HIGH,GOOD,AWD,5UX,2026-06-10,6,0,0,0,0,0,1
14,1003184,2019,BMW,X7,XDrive50i,GRAY,89104,1,4.6,Red,,5UXCX4C57KLS37575,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,MEDIUM,EXCELLENT,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
10,229230,2019,BMW,X7,XDrive40i,WHITE,112287,0,,Red,,5UXCW2C52KL085891,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,HIGH,,AWD,5UX,2026-06-10,7,0,0,0,0,0,0
21,229000,2025,BMW,XM,Sports Activity Vehicle,BLUE,1852,1,4.6,Red,,5YM23CS06S9Z74635,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,RED,LOW,EXCELLENT,UNKNOWN,5YM,2026-06-10,1,0,0,0,0,0,0
17,566004,2019,BMW,Z4,sDrive30i,BLACK,16981,1,4.8,,,WBAHF3C52KWW27077,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.347512+00:00,UNKNOWN,LOW,EXCELLENT,RWD,WBA,2026-06-10,7,0,0,0,0,0,0
