picture_count,stock_number,model_year,make,model,style,exterior_color,mileage,has_condition_report,grade,lights_raw,announcements,vin,batch_id,source_file,ingested_at,primary_light,mileage_bucket,grade_tier,drivetrain_type,wmi_prefix,snapshot_date,vehicle_age,is_as_is,is_inop,has_structural_damage,is_salvage,is_repo,is_green_light
38,987201,2015,BMW,3-Series,335i xDrive,SILVER,124054,1,2.6,Red,AS-IS; REPO 3RD PARTY SELLER,WBA3B9C53FF589454,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,AWD,WBA,2026-06-10,11,1,0,0,0,1,0
39,2896856,2015,BMW,3-Series,320i,BLACK,131860,1,2.7,,AS IS; OVERHEATING,WBA3B1C57FK138679,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,11,1,0,0,0,0,0
24,1030372,2015,BMW,3-Series,320i,WHITE,136417,1,3.8,Red,,WBA3B1C57FK140562,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,11,0,0,0,0,0,0
19,30863,2015,BMW,3-Series,320i,BLACK,138814,0,,Red,,WBA3B1G59FNT64537,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,11,0,0,0,0,0,0
4,1434441,2015,BMW,3-Series,I,BLACK,147756,0,,,,WBA3B1G54FNT02009,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,UNKNOWN,WBA,2026-06-10,11,0,0,0,0,0,0
58,2020405,2015,BMW,3-Series,320i,BLACK,149855,1,3.0,,AS IS NO ARB; MILES OVER   **; DMV EXP 10/08/2025; DMV FEES DUE $ 399 FEES POSTED 101.00,WBA3B1G59FNT07111,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,11,1,0,0,0,0,0
20,111115,2015,BMW,3-Series,320I XDRIVE,WHITE,150615,0,,,,WBA3C3C59FK202830,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,AWD,WBA,2026-06-10,11,0,0,0,0,0,0
20,1196912,2015,BMW,3-Series,328i,WHITE,179469,1,2.1,,INOP AS-IS NO ARB,WBA3A5C53FF609391,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,POOR,UNKNOWN,WBA,2026-06-10,11,1,1,0,0,0,0
33,1234451,2014,BMW,3-Series,320i,BLACK,1,1,2.7,Red,,WBA3B1G52ENS80509,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,ANOMALY,FAIR,UNKNOWN,WBA,2026-06-10,12,0,0,0,0,0,0
36,1634866,2014,BMW,3-Series,328i xDrive,BLACK,93842,1,2.5,Red,(A) STRUCTURAL DAMAGE,WBA3B5G57ENS10852,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,AWD,WBA,2026-06-10,12,0,0,1,0,0,0
47,589566,2014,BMW,3-Series,320i,RED,98656,1,2.3,Red,AS IS,WBA3B1C55EK131129,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,POOR,UNKNOWN,WBA,2026-06-10,12,1,0,0,0,0,0
34,1634770,2014,BMW,3-Series,328i,WHITE,105524,1,2.8,Red,,WBA3C1C59EK110071,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,12,0,0,0,0,0,0
27,290582,2014,BMW,3-Series,320i xDrive,BLACK,111814,1,2.8,Red,COMPANY POLICY AS IS; LATE TITLE,WBA3C3G55ENS68475,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,AWD,WBA,2026-06-10,12,1,0,0,0,0,0
37,1527752,2014,BMW,3-Series,328i xDrive,BLACK,112081,1,1.8,Red,,WBA3B5C52EP542319,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,POOR,AWD,WBA,2026-06-10,12,0,0,0,0,0,0
38,33586,2014,BMW,3-Series,328i,WHITE,116012,1,4.5,Green,,WBA3A5G57ENP29371,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,HIGH,EXCELLENT,UNKNOWN,WBA,2026-06-10,12,0,0,0,0,0,0
24,291496,2014,BMW,3-Series,328i xDrive,SILVER,116685,1,4.3,Green,RIDE AND DRIVE,WBA3B5C54EF959351,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,HIGH,GOOD,AWD,WBA,2026-06-10,12,0,0,0,0,0,0
26,988978,2014,BMW,3-Series,320i xDrive,BLUE,117683,1,3.2,Red,FLEET/LEASE; Airbags as is; Canadian; BRANDED TITLE/TOTAL RECONSTRUCTED,WBA3C3G55ENS69013,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,AWD,WBA,2026-06-10,12,1,0,0,0,0,0
28,1634549,2014,BMW,3-Series,335i,GRAY,136265,1,2.1,Red,,WBA3A9G50ENS65640,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,POOR,UNKNOWN,WBA,2026-06-10,12,0,0,0,0,0,0
15,1176629,2014,BMW,3-Series,328i,BLACK,137039,0,,Red,AS IS,WBA3A5C54EJ463174,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,12,1,0,0,0,0,0
17,4302935,2014,BMW,3-Series,328d xDrive,BLACK,147096,0,,Red,AS IS,WBA3K5C56EKT33467,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,12,1,0,0,0,0,0
28,1174380,2014,BMW,3-Series,320i xDrive,BLACK,161280,1,3.2,,,WBA3C3C56EF984110,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,FAIR,AWD,WBA,2026-06-10,12,0,0,0,0,0,0
50,1929,2014,BMW,3-Series,328i,BLACK,178788,1,2.5,,,WBA3A5G56ENP31662,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,12,0,0,0,0,0,0
0,552209,2014,BMW,3-Series,328i,RED,181573,0,,Red,,WBA3A5G5XENP30451,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,12,0,0,0,0,0,0
18,277683,2013,BMW,3-Series,328i,BLACK,58188,0,,,,WBA3A5G52DNP26036,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
11,552973,2013,BMW,3-Series,328i,SILVER,67474,1,,,,WBA3C1G52DNR48031,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
19,1290427,2013,BMW,3-Series,328i,BLACK,94589,1,2.8,Red,,WBA3A5G56DNP18943,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
15,799889,2013,BMW,3-Series,328i xDrive,WHITE,102226,1,0.9,Red,RED LIGHT,WBA3B5C59DF595359,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,POOR,AWD,WBA,2026-06-10,13,0,0,0,0,0,0
20,89838,2013,BMW,3-Series,328I XDRIVE,GRAY,104020,1,,"Red,Blue",,WBA3B3C54DF533629,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,13,0,0,0,0,0,0
19,33613,2013,BMW,3-Series,328I XDRIVE,BLACK,105415,0,,,,WBA3B3C57DF538985,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,AWD,WBA,2026-06-10,13,0,0,0,0,0,0
13,919749,2013,BMW,3-Series,328i xDrive,BLACK,105669,0,,Red,AS IS; TA,WBA3B5C59DF590288,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,13,1,0,0,0,0,0
14,1486864,2013,BMW,3-Series,328i xDrive,GRAY,105743,0,,Red,(C)OPEN RECALL; AS IS; PUSHER,WBA3B5G58DNP40424,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,13,1,0,0,0,0,0
27,942316,2013,BMW,3-Series,XI SULEV,BLACK,112758,1,2.0,,(A)Structural Damage; STRUCTURAL,WBA3B5C59DF592896,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,POOR,AWD,WBA,2026-06-10,13,0,0,1,0,0,0
11,1774758,2013,BMW,3-Series,328i xDrive,BLUE,114202,1,,Red,THIRD PARTY SELLER,WBA3B5G56DNS02451,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,13,0,0,0,0,0,0
15,825278,2013,BMW,3-Series,335i xDrive,BLUE,116133,0,,Red,,WBA3B9C50DF586122,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,13,0,0,0,0,0,0
29,62538,2013,BMW,3-Series,328I XDRIVE,WHITE,122284,1,2.9,Blue,REPO PAPERS DRIVETRAIN MALFUNCTION LIGHT LOUD EXHAUST CHK ENGINE LIGHT - ASSUME REPAIR $800+,WBA3B3C58DF530927,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,BLUE,HIGH,FAIR,AWD,WBA,2026-06-10,13,0,0,0,0,1,0
13,1179819,2013,BMW,3-Series,328i xDrive,RED,122991,0,,,,WBA3B5C51DF597865,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,AWD,WBA,2026-06-10,13,0,0,0,0,0,0
11,1773154,2013,BMW,3-Series,328i,RED,128352,0,,Red,,WBADW3C52DE824757,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
13,553210,2013,BMW,3-Series,328i,BLACK,129239,1,,Red,LEMON BUYBACK,WBA3C1C53DF440554,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
31,1528419,2013,BMW,3-Series,328i,SILVER,132495,1,1.3,Red,,WBA3A5G58DNP20967,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,POOR,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
10,81277,2013,BMW,3-Series,328I XDRIVE,BLUE,132791,0,,"Red,Blue",NOT ACTUAL MILES,WBA3B3C56DJ810911,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,13,0,0,0,0,0,0
38,992929,2013,BMW,3-Series,328i,WHITE,141895,1,3.0,Red,,WBADW3C58DJ525748,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
42,549367,2013,BMW,3-Series,328i,GRAY,145001,1,3.5,,AS-IS RED LIGHT,WBA3A5C53DF359440,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,13,1,0,0,0,0,0
24,190028,2013,BMW,3-Series,328i,GRAY,147557,0,,,,WBA3C1C53DK104426,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
37,42771,2013,BMW,3-Series,320i,BLACK,204266,1,2.7,,(A)Not Actual Miles,WBA3B1C57DF462740,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,13,0,0,0,0,0,0
18,14787,2018,BMW,3-Series Grn Turismo,,BLACK,115467,0,,,,WBA8Z9C56JB220069,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
16,968386,2018,BMW,3-Series Grn Turismo,330i xDrive,GRAY,130456,1,2.5,Red,RL,WBA8Z9C59JG828218,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,AWD,WBA,2026-06-10,8,0,0,0,0,0,0
27,42741,2015,BMW,3-Series Grn Turismo,335i xDrive,BLUE,70562,1,3.6,Green,PRE-SALE CERTIFIED; GREEN LIGHT,WBA3X9C5XFD868154,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,GOOD,AWD,WBA,2026-06-10,11,0,0,0,0,0,1
38,129047,2015,BMW,3-Series Grn Turismo,328i xDrive,BLACK,109739,1,2.9,Red,AS IS,WBA8Z5C58FGS36843,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,AWD,WBA,2026-06-10,11,1,0,0,0,0,0
5,78466,2015,BMW,3-Series Grn Turismo,,SILVER,132714,0,,,,WBA8Z5C51FD672385,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,UNKNOWN,WBA,2026-06-10,11,0,0,0,0,0,0
21,267894,2014,BMW,3-Series Grn Turismo,,GRAY,123971,0,,Red,,WBA3X5C55ED242874,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,UNKNOWN,WBA,2026-06-10,12,0,0,0,0,0,0
7,918280,2014,BMW,3-Series Grn Turismo,328i xDrive,BLACK,170890,0,,,,WBA3X5C51ED558109,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,AWD,WBA,2026-06-10,12,0,0,0,0,0,0
21,228717,2024,BMW,4-Series,430i,GRAY,16441,1,4.4,Green,GREEN LIGHT 7DAY GTY,WBA53AP00RCN14433,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,LOW,GOOD,UNKNOWN,WBA,2026-06-10,2,0,0,0,0,0,1
15,231014,2024,BMW,4-Series,M440i,GRAY,20151,1,4.7,Green,,WBA83AP0XRCR60747,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,LOW,EXCELLENT,UNKNOWN,WBA,2026-06-10,2,0,0,0,0,0,0
22,149242,2023,BMW,4-Series,430i xDrive,GRAY,27207,1,,,,WBA73AP04PCL90799,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,LOW,,AWD,WBA,2026-06-10,3,0,0,0,0,0,0
31,389504,2023,BMW,4-Series,430I,GRAY,40841,1,,Green,,WBA63AV04PFP06912,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,,UNKNOWN,WBA,2026-06-10,3,0,0,0,0,0,0
20,111076,2019,BMW,4-Series,430I XDRIVE,BLACK,83681,0,,Green,LOADED M-SPORT,WBA4J3C51KBL06328,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,,AWD,WBA,2026-06-10,7,0,0,0,0,0,0
30,19754,2019,BMW,4-Series,440i xDrive,BLACK,83725,1,,,,WBA4J7C50KBM75909,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,AWD,WBA,2026-06-10,7,0,0,0,0,0,0
34,129619640,2019,BMW,4-Series,430xi Grn Coupe 4D Coupe,SILVER,96084,1,2.4,,AS IS,WBA4J3C52KBL10646,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,POOR,AWD,WBA,2026-06-10,7,1,0,0,0,0,0
14,1003094,2018,BMW,4-Series,430i,BLACK,63988,1,4.5,Red,,WBA4J1C58JBM09927,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,EXCELLENT,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
31,1635046,2018,BMW,4-Series,430i,BLACK,66317,1,2.6,Red,,WBA4J1C59JBM11881,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
27,730350,2018,BMW,4-Series,430i,WHITE,69229,1,4.1,Red,,WBA4Z1C50JEC70838,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
35,858061,2018,BMW,4-Series,430i,WHITE,70370,1,2.8,Red,REPORTED AS INSURANCE/TOTAL LOSS (A); MANUFACTURE BUYBACK/LEMON LAW (A); REBUILT TITLE (A),WBA4J1C56JBG81086,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,UNKNOWN,WBA,2026-06-10,8,0,0,0,1,1,0
35,986930,2018,BMW,4-Series,430i,BLACK,71959,1,2.7,Green,RIDE AND DRIVE,WBA4J1C57JBG75555,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,FAIR,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
37,109715,2018,BMW,4-Series,430I,WHITE,119564,1,4.0,Green,,WBA4J1C57JBM10552,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
29,1530202,2018,BMW,4-Series,430i,BLACK,136175,1,2.0,Red,,WBA4W3C5XJAE99555,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,POOR,UNKNOWN,WBA,2026-06-10,8,0,0,0,0,0,0
31,274879,2017,BMW,4-Series,440i xDrive,RED,58527,1,2.9,Green,GREEN LIGHT,WBA4E5C38HG810756,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,FAIR,AWD,WBA,2026-06-10,9,0,0,0,0,0,1
14,1003075,2017,BMW,4-Series,430i,BLUE,73338,1,4.4,Red,,WBA4U7C53H5H19666,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
4,1434346,2017,BMW,4-Series,GRAN COUPE,WHITE,80034,0,,,,WBA4F7C36HG788605,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
32,1231993,2017,BMW,4-Series,430i,BLUE,87549,1,3.3,,,WBA4R7C55HK876681,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,FAIR,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
14,230960,2017,BMW,4-Series,440i,PINK,99321,0,,Red,,WBA4E3C57HG186745,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,,UNKNOWN,WBA,2026-06-10,9,0,0,0,0,0,0
35,916916,2016,BMW,4-Series,428i,WHITE,59417,1,2.5,Red,,WBA3V7C57G5A26641,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,FAIR,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
18,277555,2016,BMW,4-Series,435i,BLACK,77595,0,,,,WBA3T3C50G5A42338,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
7,918043,2016,BMW,4-Series,428i,BLACK,117118,0,,,,WBA3N7C54GK228335,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,UNKNOWN,WBA,2026-06-10,10,0,0,0,0,0,0
13,1484466,2015,BMW,4-Series,428i xDrive,BLUE,48761,0,,Red,AS-IS; SALVAGE TITLE; (C)TOTAL LOSS; (A)STRUCTURAL OR FRAME REPAIR PERFORMED,WBA3N5C56FK484771,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,,AWD,WBA,2026-06-10,11,1,0,1,1,0,0
15,927919,2015,BMW,4-Series,435i xDrive,BLUE,69893,0,,Green,,WBA4B3C53FGV48561,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,,AWD,WBA,2026-06-10,11,0,0,0,0,0,0
17,926026,2015,BMW,4-Series,428i xDrive,RED,88567,0,,Red,,WBA4C9C56FD331555,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,,AWD,WBA,2026-06-10,11,0,0,0,0,0,0
16,4622679,2015,BMW,4-Series,435i xDrive,BLACK,99801,0,,,FIVE WEEK TA POLICY APPLIES,WBA4B3C58FD669524,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,MEDIUM,,AWD,WBA,2026-06-10,11,0,0,0,0,0,0
32,2019887,2015,BMW,4-Series,435i,RED,103631,1,3.8,,AS IS NO ARB(MT); *; DMV EXP 12/16/2025; DMV FEES DUE $ 266,WBA3R1C50FK194412,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,GOOD,UNKNOWN,WBA,2026-06-10,11,1,0,0,0,0,0
30,989802,2015,BMW,4-Series,428i,WHITE,117160,1,2.7,Red,AS IS,WBA4A9C58FGL85072,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,FAIR,UNKNOWN,WBA,2026-06-10,11,1,0,0,0,0,0
30,790979,2015,BMW,4-Series,I,WHITE,141555,1,1.7,,PERSONAL USE; AS-IS; STRUCTURAL,WBA3N3C56FK231874,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,POOR,UNKNOWN,WBA,2026-06-10,11,1,0,1,0,0,0
18,1277405,2015,BMW,4-Series,435i xDrive,WHITE,192232,0,,Red,,WBA3R5C54FK371924,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,HIGH,,AWD,WBA,2026-06-10,11,0,0,0,0,0,0
18,267317,2014,BMW,4-Series,,WHITE,82646,0,,Red,*STRUCTURAL,WBA3N9C54EF721157,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,,UNKNOWN,WBA,2026-06-10,12,0,0,1,0,0,0
1,112963860,2014,BMW,4-Series,435i 2D Convertible,BLACK,104181,0,,,,WBA3T3C59EJ876786,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,HIGH,,UNKNOWN,WBA,2026-06-10,12,0,0,0,0,0,0
15,1487386,2023,BMW,5-Series,530i xDrive,BLUE,23255,0,,,AS IS,WBA13BJ06PWY17600,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,UNKNOWN,LOW,,AWD,WBA,2026-06-10,3,1,0,0,0,0,0
35,77674,2023,BMW,5-Series,530i,BLACK,35625,1,3.5,Green,GL   DMV$15,WBA53BH00PCL12631,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,GREEN,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,3,0,0,0,0,0,0
13,1003022,2023,BMW,5-Series,530i,GRAY,67521,1,3.7,Red,,WBA53BH01PWX90992,2e3296c3b796,edge_pipeline_vehicle_search_2026-06-09.csv,2026-06-10T16:54:50.345008+00:00,RED,MEDIUM,GOOD,UNKNOWN,WBA,2026-06-10,3,0,0,0,0,0,0
